compatibility_id,stroller_id,stroller_brand,stroller_model,stroller_display_name,stroller_in_public_picker,stroller_product_type,car_seat_id,car_seat_brand,car_seat_model,car_seat_display_name,car_seat_seat_type,car_seat_in_public_picker,compatibility_type,compatibility_status,confidence,adapter_required,adapter_type,adapter_url,adapter_price,adapter_sku,notes,source_url,source_name,source_type,source_date,verification_status,created_at,updated_at,inferred_or_explicit,inference_rule,hard_coded_rule_source,same_brand_pair,adapter_url_matches_affiliate_product,adapter_catalog_product_id,adapter_catalog_product_name,adapter_provider,duplicate_pair_count,duplicate_pair_key,stroller_identity_reconciles_to_picker,car_seat_identity_reconciles_to_picker,stroller_is_non_chassis_accessory,suspicious_same_brand_expansion,suspicious_euro_adapter_expansion,suspicious_brand_level_expansion,suspicious_universal_expansion
baby-jogger-city-mini-2__maxi-cosi-mico-luxe,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,maxi-cosi-mico-luxe,Maxi-Cosi,Mico Luxe,Maxi-Cosi Mico Luxe,INFANT,yes,ADAPTER,,MEDIUM,true,Baby Jogger car seat adapter for Maxi-Cosi,,,,Maxi-Cosi Mico Luxe fits the Baby Jogger City Mini 2 via a Baby Jogger Maxi-Cosi adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-03-22 17:19:43.856,2026-06-15 20:33:14.735,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|maxi-cosi-mico-luxe,no,yes,no,no,no,no,no
baby-jogger-city-mini-2__maxi-cosi-mico-pro,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,maxi-cosi-mico-pro,Maxi-Cosi,Mico Pro,Maxi-Cosi Mico Pro,INFANT,yes,ADAPTER,,MEDIUM,true,Baby Jogger car seat adapter for Maxi-Cosi,,,,Maxi-Cosi Mico Pro fits the Baby Jogger City Mini 2 via a Baby Jogger Maxi-Cosi adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-06-13 20:48:32.741,2026-06-15 20:33:14.735,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|maxi-cosi-mico-pro,no,yes,no,no,no,no,no
baby-jogger-city-mini-2__maxi-cosi-peri,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,maxi-cosi-peri,Maxi-Cosi,Peri 180,Maxi-Cosi Peri 180,INFANT,yes,ADAPTER,,MEDIUM,true,Baby Jogger car seat adapter for Maxi-Cosi,,,,Maxi-Cosi Peri 180 fits the Baby Jogger City Mini 2 via a Baby Jogger Maxi-Cosi adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-03-22 17:19:43.93,2026-06-15 20:33:14.735,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|maxi-cosi-peri,no,yes,no,no,no,no,no
baby-jogger-city-mini-2__nuna-pipa-lite-rx,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,nuna-pipa-lite-rx,Nuna,PIPA Aire,Nuna PIPA Aire,INFANT,yes,ADAPTER,,HIGH,true,Baby Jogger car seat adapter for Nuna,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2444114&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&intsrc=APIG_8981,49.99,product_8981_2444114,Nuna PIPA Aire fits the Baby Jogger City Mini 2 via a Baby Jogger Nuna adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-06-15 20:33:14.735,2026-06-21 03:52:05.987,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|nuna-pipa-lite-rx,no,yes,no,no,no,no,no
baby-jogger-city-mini-2__nuna-pipa-aire-rx,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,nuna-pipa-aire-rx,Nuna,PIPA Aire rx,Nuna PIPA Aire rx,INFANT,yes,ADAPTER,,MEDIUM,true,Baby Jogger car seat adapter for Nuna,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2444114&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&intsrc=APIG_8981,49.99,product_8981_2444114,Nuna PIPA Aire rx fits the Baby Jogger City Mini 2 via a Baby Jogger Nuna adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-06-13 20:48:32.741,2026-06-21 03:52:05.943,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|nuna-pipa-aire-rx,no,yes,no,no,no,no,no
baby-jogger-city-mini-2__nuna-pipa-rx,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,nuna-pipa-rx,Nuna,PIPA RX,Nuna PIPA RX,INFANT,yes,ADAPTER,,MEDIUM,true,Baby Jogger car seat adapter for Nuna,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2444114&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&intsrc=APIG_8981,49.99,product_8981_2444114,Nuna PIPA RX fits the Baby Jogger City Mini 2 via a Baby Jogger Nuna adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-03-22 17:19:43.856,2026-06-21 03:52:05.98,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|nuna-pipa-rx,no,yes,no,no,no,no,no
baby-jogger-city-mini-2__nuna-pipa-urbn,baby-jogger-city-mini-2,Baby Jogger,City Mini 2,Baby Jogger City Mini 2,no,,nuna-pipa-urbn,Nuna,PIPA urbn,Nuna PIPA urbn,INFANT,no,ADAPTER,,HIGH,true,Baby Jogger car seat adapter for Nuna,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2444114&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbaby-jogger-city-mini-gt3-car-seat-adapter-nuna%2F73653%2F2444114&intsrc=APIG_8981,49.99,product_8981_2444114,Nuna PIPA urbn fits the Baby Jogger City Mini 2 via a Baby Jogger Nuna adapter. Confirm the correct adapter SKU for your stroller model before purchase.,,,,,,2026-06-15 20:33:14.735,2026-06-21 03:52:05.937,inferred,other_rule_with_note,,no,no,,,,1,baby-jogger-city-mini-2|nuna-pipa-urbn,no,no,no,no,no,no,no
cmri597ys001vkfwpfb7jvjy3,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,clek-liing,Clek,Liing,Clek Liing,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4wBoFO1,,,,,,,,,2026-07-12 18:45:52.657,2026-07-12 18:48:12.756,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|clek-liing,yes,yes,no,no,no,no,no
cmri597yq001tkfwp893apuhc,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,clek-liingo,Clek,Liingo,Clek Liingo,INFANT,no,ADAPTER,,HIGH,true,,https://amzn.to/4wBoFO1,,,,,,,,,2026-07-12 18:45:52.657,2026-07-12 18:48:12.756,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|clek-liingo,yes,no,no,no,no,no,no
cmri5c82c002akfwpuexmlf26,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,cmqx4qpgs00073835wm1de2we,Cybex,Aton G2,Cybex Aton G2,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4wBoFO1,,,,,,,,,2026-07-12 18:48:12.756,2026-07-12 18:48:12.756,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|cmqx4qpgs00073835wm1de2we,yes,yes,no,no,no,no,no
cmri599bv0021kfwp93nk952m,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,cmrdwvbsy000u7tmavhnk64ww,Cybex,Aton G2 Swivel,CYBEX Aton G2 Swivel,INFANT,no,ADAPTER,,HIGH,true,,https://amzn.to/4wBoFO1,,,,,,,,,2026-07-12 18:45:52.657,2026-07-12 18:48:12.756,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|cmrdwvbsy000u7tmavhnk64ww,yes,no,no,no,no,no,no
cmri598bo001xkfwp6t32vkff,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,cmqx4qpj400083835htva49ii,Cybex,Cloud G Pro Comfort Extend,Cybex Cloud G Pro,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4wBoFO1,,,,,,,,,2026-07-12 18:45:52.657,2026-07-12 18:48:12.755,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|cmqx4qpj400083835htva49ii,yes,yes,no,no,no,no,no
cmri5c82j002dkfwpnksqxycm,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,cybex-cloud-t,Cybex,Cloud T,CYBEX Cloud T,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4wBoFO1,,,,,,,,,2026-07-12 18:48:12.756,2026-07-12 18:48:12.756,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|cybex-cloud-t,yes,yes,no,no,no,no,no
cmri58gge001jkfwptzggbt2r,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,cmqx4qqbg000k3835k8b3mf6l,Maxi-Cosi,Ambra,Maxi-Cosi Ambra,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-07-12 18:45:17.003,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|cmqx4qqbg000k3835k8b3mf6l,yes,yes,no,no,no,no,no
cmri58ggb001bkfwpjadrvpy8,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,maxi-cosi-mico-luxe,Maxi-Cosi,Mico Luxe,Maxi-Cosi Mico Luxe,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-07-12 18:45:17.003,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|maxi-cosi-mico-luxe,yes,yes,no,no,no,no,no
cmri58ggc001fkfwpu6d0ivaz,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,maxi-cosi-mico-pro,Maxi-Cosi,Mico Pro,Maxi-Cosi Mico Pro,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-07-12 18:45:17.003,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|maxi-cosi-mico-pro,yes,yes,no,no,no,no,no
cmri58ggo001pkfwpoe6wbkyx,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,maxi-cosi-peri,Maxi-Cosi,Peri 180,Maxi-Cosi Peri 180,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-07-12 18:45:17.003,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|maxi-cosi-peri,yes,yes,no,no,no,no,no
cmr0rqcop002jsp62vmi6f9w4,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,nuna-pipa-lite-rx,Nuna,PIPA Aire,Nuna PIPA Aire,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-06-30 14:55:12.312,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|nuna-pipa-lite-rx,yes,yes,no,no,no,no,no
cmr0rqctl002lsp62lhg0739r,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,nuna-pipa-aire-rx,Nuna,PIPA Aire rx,Nuna PIPA Aire rx,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-06-30 14:55:12.489,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|nuna-pipa-aire-rx,yes,yes,no,no,no,no,no
cmr0rqcy5002nsp62p9b0azz4,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,nuna-pipa-rx,Nuna,PIPA RX,Nuna PIPA RX,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-06-30 14:55:12.653,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|nuna-pipa-rx,yes,yes,no,no,no,no,no
cmr0rqd2l002psp62b1yhdw4w,cmqpqqwk300007qlluagi0835,Baby Jogger,City Mini Air,Baby Jogger City Mini Air,yes,Compact / Mid-Size,nuna-pipa-urbn,Nuna,PIPA urbn,Nuna PIPA urbn,INFANT,no,ADAPTER,,HIGH,true,,https://amzn.to/4w1ON4V,,,,,,,,,2026-06-30 14:55:12.813,2026-07-12 18:45:17.003,inferred,retailer_source,,no,no,,,,1,cmqpqqwk300007qlluagi0835|nuna-pipa-urbn,yes,no,no,no,no,no,no
cmrbbtr7s0019yulimxcp08s4,baby-jogger-city-mini-double,Baby Jogger,City Mini Double,Baby Jogger City Mini Double,no,,britax-cypress-s,Britax,Cypress S,Britax Cypress,INFANT,no,ADAPTER,,MEDIUM,true,"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-mounting-bracket-car-seat-adapter-for-city-mini-black%3Fvariant%3D31251708051542,29.95,,"Inferred from the catalog adapter ""Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black"".",,,,,,2026-07-08 00:15:25.192,2026-07-08 00:15:25.192,inferred,adapter_title_inference,,no,yes,cmqu9drhx001l6byefitecyp2,"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",awin_anbbaby,1,baby-jogger-city-mini-double|britax-cypress-s,no,no,no,no,no,no,no
cmrbbtr330015yulippcbor5h,baby-jogger-city-mini-double,Baby Jogger,City Mini Double,Baby Jogger City Mini Double,no,,britax-willow-s,Britax,Willow S,Britax Willow S,INFANT,yes,ADAPTER,,MEDIUM,true,"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-mounting-bracket-car-seat-adapter-for-city-mini-black%3Fvariant%3D31251708051542,29.95,,"Inferred from the catalog adapter ""Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black"".",,,,,,2026-07-08 00:15:25.023,2026-07-08 00:15:25.023,inferred,adapter_title_inference,,no,yes,cmqu9drhx001l6byefitecyp2,"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",awin_anbbaby,1,baby-jogger-city-mini-double|britax-willow-s,no,yes,no,no,no,no,no
cmrbbtr5j0017yulirtfrtjqx,baby-jogger-city-mini-double,Baby Jogger,City Mini Double,Baby Jogger City Mini Double,no,,cmqt1dq4e00043u44vihpznhm,Britax,Willow SC,,INFANT,yes,ADAPTER,,MEDIUM,true,"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",https://www.awin1.com/cread.php?awinmid=75150&awinaffid=2588613&ued=https%3A%2F%2Fwww.anbbaby.com%2Fproducts%2Fbaby-jogger-britax-mounting-bracket-car-seat-adapter-for-city-mini-black%3Fvariant%3D31251708051542,29.95,,"Inferred from the catalog adapter ""Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black"".",,,,,,2026-07-08 00:15:25.111,2026-07-08 00:15:25.111,inferred,adapter_title_inference,,no,yes,cmqu9drhx001l6byefitecyp2,"Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini, Black",awin_anbbaby,1,baby-jogger-city-mini-double|cmqt1dq4e00043u44vihpznhm,no,yes,no,no,no,no,no
cms0ty157001m11tx40wlvwwt,baby-jogger-city-mini-double,Baby Jogger,City Mini Double,Baby Jogger City Mini Double,no,,clek-liing,Clek,Liing,Clek Liing,INFANT,yes,ADAPTER,,HIGH,true,,https://www.babyjogger.com/accessories/baby-jogger-car-seat-adapter-for-city-mini-2-double-gt2-double-pushchair-for-maxi-cosi-be-safe-cybex-infant-car-seats/SAP_2104669.html,,,,,,,,,2026-07-25 20:36:52.171,2026-07-25 20:36:52.171,inferred,retailer_source,,no,no,,,,1,baby-jogger-city-mini-double|clek-liing,no,yes,no,no,no,no,no
cms0ty157001l11txlmx4iyqj,baby-jogger-city-mini-double,Baby Jogger,City Mini Double,Baby Jogger City Mini Double,no,,clek-liingo,Clek,Liingo,Clek Liingo,INFANT,no,ADAPTER,,HIGH,true,,https://www.babyjogger.com/accessories/baby-jogger-car-seat-adapter-for-city-mini-2-double-gt2-double-pushchair-for-maxi-cosi-be-safe-cybex-infant-car-seats/SAP_2104669.html,,,,,,,,,2026-07-25 20:36:52.171,2026-07-25 20:36:52.171,inferred,retailer_source,,no,no,,,,1,baby-jogger-city-mini-double|clek-liingo,no,no,no,no,no,no,no
