audit_id,source_chart,stroller_brand,stroller_model,adapter_sku,car_seat_brand,chart_car_seat_model,production_car_seat_model,source_basis,manufacturer_result,display_rule_result,stroller_present,car_seat_present,compatibility_row_present_pre_migration,live_public_result_present_pre_migration,recommended_action
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Nuna,Aire RX,PIPA Aire rx,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Nuna,RX,PIPA RX,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Nuna,Pipa Urbn,PIPA urbn,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Cybex,,Cloud G Pro Comfort Extend,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Maxi-Cosi,,Mico XP,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Joie,Gemm,Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Joie,i-Level,i-Level,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Joie,i-Gemm,i-Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Joie,Juva,Juva,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,YPSI,IKCS0018,Maxi-Cosi,Peri 180 Rotating,Peri 180,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,True,False,True,FIX_REMOVE_OR_MARK_INCOMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Clek,Liing,Liing,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Clek,Liingo,Liingo,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Cybex,Aton G Pro,Aton G Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Cybex,Aton G2,Aton G2,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Cybex,Aton G2 Swivel,Aton G2 Swivel,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Cybex,Cloud T,Cloud T,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Maxi-Cosi,Ambra,Ambra,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Maxi-Cosi,Mico Luxe,Mico Luxe,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Maxi-Cosi,Mico Pro,Mico Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Nuna,Aire,PIPA Aire,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Nuna,Aire RX,PIPA Aire rx,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Nuna,RX,PIPA RX,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Nuna,Pipa Urbn,PIPA urbn,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,False,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Cybex,,Cloud G Pro Comfort Extend,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Maxi-Cosi,,Mico XP,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,True,True,False,False,SURFACES_AFTER_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Joie,Gemm,Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Joie,i-Level,i-Level,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Joie,i-Gemm,i-Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Joie,Juva,Juva,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Vivace,IKCS0018,Maxi-Cosi,Peri 180 Rotating,Peri 180,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,True,False,False,ADD_INCOMPATIBLE_GUARD
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Clek,Liing,Liing,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Clek,Liingo,Liingo,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Cybex,Aton G Pro,Aton G Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Cybex,Aton G2,Aton G2,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Cybex,Aton G2 Swivel,Aton G2 Swivel,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Cybex,Cloud T,Cloud T,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Maxi-Cosi,Ambra,Ambra,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Maxi-Cosi,Mico Luxe,Mico Luxe,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Maxi-Cosi,Mico Pro,Mico Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Nuna,Aire,PIPA Aire,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Nuna,Aire RX,PIPA Aire rx,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Nuna,RX,PIPA RX,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Nuna,Pipa Urbn,PIPA urbn,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Cybex,,Cloud G Pro Comfort Extend,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Maxi-Cosi,,Mico XP,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Joie,Gemm,Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Joie,i-Level,i-Level,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Joie,i-Gemm,i-Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Joie,Juva,Juva,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0018,Peg Perego,Switch,IKCS0018,Maxi-Cosi,Peri 180 Rotating,Peri 180,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Clek,Liing,Liing,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Clek,Liingo,Liingo,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Cybex,Aton G Pro,Aton G Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Cybex,Aton G2,Aton G2,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Cybex,Aton G2 Swivel,Aton G2 Swivel,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Cybex,Cloud T,Cloud T,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Maxi-Cosi,Ambra,Ambra,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Maxi-Cosi,Mico Luxe,Mico Luxe,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Maxi-Cosi,Mico Pro,Mico Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Nuna,Aire,PIPA Aire,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Nuna,Aire RX,PIPA Aire rx,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Nuna,RX,PIPA RX,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Nuna,Pipa Urbn,PIPA urbn,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,True,True,True,True,KEEP_OR_UPSERT_NAMED_NUNA_TRIGGER
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Cybex,,Cloud G Pro Comfort Extend,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Maxi-Cosi,,Mico XP,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,True,True,False,True,DISPLAY_AS_COMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Joie,Gemm,Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Joie,i-Level,i-Level,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Joie,i-Gemm,i-Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Joie,Juva,Juva,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,False,False,False,MISSING_CAR_SEAT_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop,IKCS0030,Maxi-Cosi,Peri 180 Rotating,Peri 180,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,True,True,False,True,FIX_REMOVE_OR_MARK_INCOMPATIBLE
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Clek,Liing,Liing,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Clek,Liingo,Liingo,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Cybex,Aton G Pro,Aton G Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Cybex,Aton G2,Aton G2,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Cybex,Aton G2 Swivel,Aton G2 Swivel,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Cybex,Cloud T,Cloud T,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Maxi-Cosi,Ambra,Ambra,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Maxi-Cosi,Mico Luxe,Mico Luxe,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Maxi-Cosi,Mico Pro,Mico Pro,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Nuna,Aire,PIPA Aire,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Nuna,Aire RX,PIPA Aire rx,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Nuna,RX,PIPA RX,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Nuna,Pipa Urbn,PIPA urbn,MANUFACTURER_NAMED,COMPATIBLE,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Cybex,,Cloud G Pro Comfort Extend,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Maxi-Cosi,,Mico XP,LOGICAL_SHARED_ADAPTER_FAMILY,NOT_NAMED_NO_EXCLUSION,COMPATIBLE_WITH_ADAPTER,False,True,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Joie,Gemm,Gemm,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,False,False,False,MISSING_STROLLER_PRODUCT
PEG_WORKING_V0_2026_09_07,IKCS0030,Peg Perego,City Loop Pro,IKCS0030,Joie,i-Level,i-Level,MANUFACTURER_EXPLICIT_NEGATIVE,INCOMPATIBLE,BLOCK_LOGICAL_INFERENCE,False,False,False,False,MISSING_STROLLER_PRODUCT
