externalId,title,brand,model,kind,productType,strollerCategory,url,price,salePrice,availability,action,matched,reasons,collections
7295509954619,"Stokke - Yoyo³ Stroller White Frame Bundle 6+, Aqua",Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo-stroller-white-frame-bundle-6-aqua?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo³ Stroller White Frame Bundle 6+, Aqua""",stroller
7307247452219,"Uppababy - Vista V3 Stroller, Kenzi (Mystic Aqua/Carbon Frame/Saddle Leather)",UPPAbaby,Vista V3,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/uppababy-vista-v3-stroller-kenzi-mystic-aqua-carbon-frame-saddle-leather-1?_j=taylormadebabyco.com,999.99,,in stock,match-existing,Stroller:UPPAbaby Vista V3,duplicate risk: UPPAbaby Vista V2; duplicate risk: UPPAbaby Vista V3,stroller
7307093901371,"Nuna - Triv Next W Magnetic Buckle, Biscotti",Nuna,Triv Next W Magnetic Buckle,stroller,compact stroller,Compact / Mid-Size,https://www.macrobaby.com/products/nuna-triv-next-w-magnetic-buckle-biscotti?_j=taylormadebabyco.com,800,,in stock,create-new,,,stroller
7130762313787,"Cybex - Gazelle S 2 Single-to-Double Stroller, Silver Frame/Ocean Blue",Cybex,Gazelle S 2 Single-to-Double,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/cybex-gazelle-s-2-stroller-silver-frame-with-ocean-blue-seat?_j=taylormadebabyco.com,899.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Gazelle S,stroller
7236886265915,"Maxi-Cosi - Gia XP Luxe 3-Wheel Travel System, Midnight Moon",Maxi-Cosi,,,,,https://www.macrobaby.com/products/maxi-cosi-gia-xp-luxe-3-wheel-travel-system-midnight-moon?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Maxi-Cosi - Gia XP Luxe 3-Wheel Travel System, Midnight Moon""",stroller
7161001017403,"Maxi-Cosi - Zelia 2 Luxe 5-in-1 Modular Travel System, New Hope Navy",Maxi-Cosi,,,,,https://www.macrobaby.com/products/maxi-cosi-zelia-2-luxe-5-in-1-modular-travel-system-new-hope-navy?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Maxi-Cosi - Zelia 2 Luxe 5-in-1 Modular Travel System, New Hope Navy""",stroller
7356615000123,"Cybex - Gazelle S 2 Single-to-Double Stroller, Taupe Frame/Almond Beige",Cybex,Gazelle S 2 Single-to-Double,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/cybex-gazelle-s-2-single-to-double-stroller-taupe-frame-almond-beige?_j=taylormadebabyco.com,899.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Gazelle S,stroller
7209292431419,"Britax - Travel System Willow Brook S+, Alpine Base, Glacier Onyx, Us",Britax,,,,,https://www.macrobaby.com/products/britax-travel-system-willow-brook-s-alpine-base-glacier-onyx-us?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Britax - Travel System Willow Brook S+, Alpine Base, Glacier Onyx, Us""",stroller
6686003200059,Nuna - Tavo Next Granite Stroller,Nuna,Tavo Next Granite,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/nuna-tavo-next-baby-stroller-granite?_j=taylormadebabyco.com,700,,in stock,create-new,,,stroller
7560447131707,"Thule Spring 2 Single Child Stroller, Soft Beige",Thule,Spring 2 Single Child,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/thule-spring-2-single-child-stroller-soft-beige?_j=taylormadebabyco.com,499.95,,in stock,create-new,,,stroller
7560447230011,"Thule Urban Glide 3 Single Child All-Terrain Stroller, Black",Thule,Urban Glide 3 Single Child,stroller,jogging stroller,Jogging,https://www.macrobaby.com/products/thule-urban-glide-3-single-child-all-terrain-stroller-black-1?_j=taylormadebabyco.com,799.95,,in stock,create-new,,,stroller
7571540738107,Nuna Pipa Urbn + Triv™ Next Travel System Caviar,Nuna,,,,,https://www.macrobaby.com/products/nuna-pipa-urbn-triv%E2%84%A2-next-travel-system-caviar?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna Pipa Urbn + Triv™ Next Travel System Caviar""",stroller
7574649438267,"Joolz - Aer² Lightweight Compact Stroller, Calming Beige",Joolz,Aer²,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-aer-lightweight-compact-stroller-calming-beige?_j=taylormadebabyco.com,492.15,492.15,in stock,create-new,,,stroller
7575751655483,"Cybex Platinum Coya Stroller Style Collection, Matte Black Frame/City Grey Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-matte-black-frame-city-grey-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575752867899,"Cybex Platinum Coya Stroller Style Collection, Matte Black Frame/Cozy Beige Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-matte-black-frame-cozy-beige-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575753031739,"Cybex Platinum Coya Stroller Style Collection, Matte Black Frame/Off White Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-matte-black-frame-off-white-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575753162811,"Cybex Platinum Coya Stroller Style Collection, Matte Black Frame/Sepia Black Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-matte-black-frame-sepia-black-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575753293883,"Cybex Platinum Coya Stroller Style Collection, Rose Gold Frame/Sage Green Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-rose-gold-frame-sage-green-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575753719867,"Cybex Platinum Coya Stroller Style Collection, Rose Gold Frame/Peach Pink Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-rose-gold-frame-peach-pink-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575753883707,"Cybex Platinum Coya Stroller Style Collection, Rose Gold Frame/Cozy Beige Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-rose-gold-frame-cozy-beige-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575754113083,"Cybex Platinum Coya Stroller Style Collection, Rose Gold Frame/Coconut Brown Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-rose-gold-frame-coconut-brown-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7575754375227,"Cybex Platinum Coya Stroller Style Collection, Matte Black Frame/Sage Green Lux Seat",Cybex,Platinum Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-platinum-coya-stroller-style-collection-matte-black-frame-sage-green-lux-seat?_j=taylormadebabyco.com,699.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Coya,stroller
7577847988283,"Cybex E-Priam Stroller, Matte Black Frame/Coconut Brown Lux Seat",Cybex,E-Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-e-priam-stroller-matte-black-frame-coconut-brown-lux-seat?_j=taylormadebabyco.com,1599.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Priam,stroller
7577848741947,"Cybex E-Priam Stroller, Matte Black Frame/Cozy Beige Lux Seat",Cybex,E-Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-e-priam-stroller-matte-black-frame-cozy-beige-lux-seat?_j=taylormadebabyco.com,1599.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Priam,stroller
7579422588987,"Joolz Dot Ultra Lightweight Travel Stroller, Dune Beige",Joolz,Dot Ultra Travel,stroller,compact stroller,Compact / Mid-Size,https://www.macrobaby.com/products/joolz-dot-ultra-lightweight-travel-stroller-dune-beige?_j=taylormadebabyco.com,339.99,339.99,in stock,create-new,,,stroller
7579423965243,"Joolz Dot Ultra Lightweight Travel Stroller, Lagoon Blue",Joolz,Dot Ultra Travel,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-dot-ultra-lightweight-travel-stroller-lagoon-blue?_j=taylormadebabyco.com,339.15,339.15,in stock,create-new,,,stroller
7582448910395,"Bugaboo Fox 5 Renew Complete Bassinet & Seat, Black/Fern Green",Bugaboo,,,,,https://www.macrobaby.com/products/bugaboo-fox-5-renew-complete-bassinet-seat-black-fern-green?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Bugaboo Fox 5 Renew Complete Bassinet & Seat, Black/Fern Green""",stroller
7583752388667,Cybex Priam Stroller Matte Black Frame/Coconut Brown Lux Seat,Cybex,Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-priam-stroller-matte-black-frame-coconut-brown-lux-seat?_j=taylormadebabyco.com,999.95,,in stock,match-existing,Stroller:CYBEX Priam,duplicate risk: CYBEX Priam,stroller
7583755141179,Cybex Priam Stroller Matte Black Frame/Cozy Beige Lux Seat,Cybex,Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-priam-stroller-matte-black-frame-cozy-beige-lux-seat?_j=taylormadebabyco.com,999.95,,in stock,match-existing,Stroller:CYBEX Priam,duplicate risk: CYBEX Priam,stroller
7583755665467,"Cybex E-Priam Stroller, Matte Black Frame/Sepia Black Lux Seat",Cybex,E-Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-e-priam-stroller-matte-black-frame-sepia-black-lux-seat?_j=taylormadebabyco.com,1599.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Priam,stroller
7586223390779,Cybex Priam Stroller Matte Black Frame/Sepia Black Lux Seat,Cybex,Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-priam-stroller-matte-black-frame-sepia-black-lux-seat?_j=taylormadebabyco.com,999.95,,in stock,match-existing,Stroller:CYBEX Priam,duplicate risk: CYBEX Priam,stroller
7301768609851,"Baby Jogger - City Mini Air Stroller, Rich Black",Baby Jogger,City Mini Air,stroller,compact stroller,Compact / Mid-Size,https://www.macrobaby.com/products/baby-jogger-city-mini-air-stroller-rich-black?_j=taylormadebabyco.com,549.99,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Baby Jogger City Mini 2; duplicate risk: Baby Jogger City Mini GT2; duplicate risk: Baby Jogger City Mini Double,stroller
7398563676219,Uppababy - Kenzi Vista V3 Stroller | Kenzi Rumbleseat | Upper Adapters,UPPAbaby,,,,,https://www.macrobaby.com/products/uppababy-kenzi-vista-v3-stroller-kenzi-rumbleseat-upper-adapters?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Uppababy - Kenzi Vista V3 Stroller | Kenzi Rumbleseat | Upper Adapters""",stroller
7438466023483,"Joolz - Aer² Lightweight Compact Stroller, Forest Green",Joolz,Aer²,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-aer2-buggy-forest-green?_j=taylormadebabyco.com,492.15,492.15,in stock,create-new,,,stroller
7355017461819,"Joolz - Hub² Compact Stroller Lightweight, Space Black",Joolz,Hub²,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-hub-compact-stroller-lightweight-space-black?_j=taylormadebabyco.com,679.2,679.2,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Joolz Hub,stroller
6811407417403,BOB Jogging Stroller Double In Black,BOB,,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/bob-jogging-stroller-double-in-black?_j=taylormadebabyco.com,899.99,,in stock,create-new,,,stroller
6679309320251,"Doona - Infant Car Seat With Base & Stroller, Blush Pink",Doona,,infant car seat,infant car seat,,https://www.macrobaby.com/products/doona-infant-car-seat-stroller-blush-pink?_j=taylormadebabyco.com,650,,in stock,create-new,,,stroller; infant-car-seats
7355017560123,"Joolz - Hub² Compact Stroller Lightweight, Sandy Taupe",Joolz,Hub²,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-hub-compact-stroller-lightweight-sandy-taupe?_j=taylormadebabyco.com,679.2,679.2,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Joolz Hub,stroller
7452075360315,Uppababy - Greyson Vista V3 Stroller | Greyson Rumbleseat | Upper Adapters,UPPAbaby,,,,,https://www.macrobaby.com/products/uppababy-greyson-vista-v3-stroller-greyson-rumbleseat-upper-adapters?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Uppababy - Greyson Vista V3 Stroller | Greyson Rumbleseat | Upper Adapters""",stroller
7461931057211,"Baby Jogger - City Mini GT3 Single Stroller, Deep Sea Blue",Baby Jogger,City Mini GT3 Single,stroller,compact stroller,Compact / Mid-Size,https://www.macrobaby.com/products/baby-jogger-city-mini-gt3-single-stroller-deep-sea-blue?_j=taylormadebabyco.com,519.99,,in stock,create-new,,,stroller
7472493363259,"Peg-Perego - Vivace Single Stroller, Mon Amour (Beige & Pink)",Peg Perego,Vivace Single,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/peg-perego-vivace-single-stroller-mon-amour-beige-pink?_j=taylormadebabyco.com,699.99,,in stock,create-new,,,stroller
7472493461563,Peg Perego Vivace Stroller - Astral (Beige),Peg Perego,Vivace,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/peg-perego-vivace-stroller-astral-beige?_j=taylormadebabyco.com,639.99,639.99,in stock,create-new,,,stroller
7472493494331,"Peg Perego Volo, Ultra Lightweight Carry On Compliant Travel Stroller, Adjustable Features & Reclining Seat - Designed for Everyday Comfort from Ne",Peg Perego,Volo,stroller,travel stroller,Travel,https://www.macrobaby.com/products/peg-perego-volo-ultra-lightweight-carry-on-compliant-travel-stroller-adjustable-features-reclining-seat-designed-for-everyday-comfort-from-ne?_j=taylormadebabyco.com,279.99,279.99,in stock,create-new,,,stroller
